github_pr,merged,state,draft,base,head,head_sha,commits,title,url,lineage_role
107,false,closed,true,research/pr04-multicomponent,agent/pr070-reject-fractional-ell-max,dd2055614337e6f352875c2eb0f61654707c446f,1,PR-070: reject non-integral observable ell max,https://github.com/cosmosapjw-quantum/htt_base/pull/107,failed_or_nonaccepting_publication_attempt
108,false,closed,true,research/pr04-multicomponent,agent/pr066-review-posterior-pushforward,f2602733207f3297e64b7c50c538a12495c0f96b,1,PR-066: bind pushforward transfer identity,https://github.com/cosmosapjw-quantum/htt_base/pull/108,failed_or_nonaccepting_publication_attempt
109,false,closed,true,research/pr04-multicomponent,agent/pr065-review-inference-adequacy,765b0e847793dbb4945cffca4204d6dc38069844,1,PR-065: reject boolean adequacy evidence,https://github.com/cosmosapjw-quantum/htt_base/pull/109,failed_or_nonaccepting_publication_attempt
110,false,closed,true,research/pr04-multicomponent,agent/pr064-review-matched-nulls,18f04ccaa48c34449e55c8c866a92eb07be2df0a,1,PR-064: require boolean complexity readiness,https://github.com/cosmosapjw-quantum/htt_base/pull/110,failed_or_nonaccepting_publication_attempt
111,false,closed,true,research/pr04-multicomponent,agent/pr063-review-local-global-mixture,b7bb4993975fb6a8b63b0da774d5f4503d7ce1b3,1,PR-063: reject boolean mixture parameters,https://github.com/cosmosapjw-quantum/htt_base/pull/111,failed_or_nonaccepting_publication_attempt
112,false,closed,true,research/pr04-multicomponent,agent/pr062-review-survey-nulls,a7cdbe93d340a9c29ca65022a9bd78451d854bd3,1,PR-062: make recorded mock seeds replayable,https://github.com/cosmosapjw-quantum/htt_base/pull/112,failed_or_nonaccepting_publication_attempt
113,false,closed,true,research/pr04-multicomponent,agent/pr061-review-local-null,fa620ccd32cc21101c9c04b539147b1de1d643d2,1,PR-061: make recorded local-null seeds replayable,https://github.com/cosmosapjw-quantum/htt_base/pull/113,failed_or_nonaccepting_publication_attempt
114,false,closed,true,agent/pr090-bind-orientation-scan-provenance,agent/pr060-review-response-overlap,ea8206d497173db7a5ee1613a3bc334a248ccd2e,2,PR-060: freeze response audit provenance,https://github.com/cosmosapjw-quantum/htt_base/pull/114,failed_or_nonaccepting_publication_attempt
115,false,closed,true,agent/pr060-review-response-overlap,agent/pr056-review-departure-report,e826e5f0f970c68aced0b30c2f912c356e88dbd8,2,PR-056: freeze departure report sections,https://github.com/cosmosapjw-quantum/htt_base/pull/115,failed_or_nonaccepting_publication_attempt
116,false,closed,true,agent/pr076-reject-fractional-null-counts,agent/pr055-review-isotropy-gap,1ae71e7362857c60617b387d8673c2a38b65f848,2,PR-055: reject noninteger depth sample counts,https://github.com/cosmosapjw-quantum/htt_base/pull/116,failed_or_nonaccepting_publication_attempt
117,false,closed,true,agent/pr075-review-biposh-features,agent/pr054-review-exceedance,bb0c4ab902acac12f152212eecab4dbde7935eb3,2,PR-054: Freeze validated exceedance metadata,https://github.com/cosmosapjw-quantum/htt_base/pull/117,failed_or_nonaccepting_publication_attempt
118,false,closed,true,agent/pr074-review-template-fit,agent/pr053-review-filling-fraction,db6dc8923ab3cb7d68d72090b9468c160673bdff,71,PR-053: reject mixed departure transfer provenance,https://github.com/cosmosapjw-quantum/htt_base/pull/118,failed_or_nonaccepting_publication_attempt
119,false,closed,true,agent/pr043-review-threshold-floor,agent/pr052-review-normalized-score,45b888e06c5d21074e19d1ee33c59fc21802cf43,1,PR-052: lock comparator diagnostic statuses,https://github.com/cosmosapjw-quantum/htt_base/pull/119,failed_or_nonaccepting_publication_attempt
120,false,closed,true,research/pr04-multicomponent,agent/pr051-review-budget-spec,f959a1d3d0e24deab46660570b21b0050b58e5c1,1,PR-051: Require boolean ceiling authorization,https://github.com/cosmosapjw-quantum/htt_base/pull/120,failed_or_nonaccepting_publication_attempt
121,false,closed,true,research/pr04-multicomponent,agent/pr050-review-departure-bundle,783280b85dddbf9c38234a23db434ec4a4b2822b,1,PR-050: Freeze canonical component signs,https://github.com/cosmosapjw-quantum/htt_base/pull/121,failed_or_nonaccepting_publication_attempt
122,false,closed,true,research/pr04-multicomponent,agent/pr014-review-transfer-registry,aa88c1d0c7053644437e4ae9106bf8c1a20421f2,1,PR-014: Align raw native calibration validation,https://github.com/cosmosapjw-quantum/htt_base/pull/122,failed_or_nonaccepting_publication_attempt
123,false,closed,true,research/pr04-multicomponent,agent/pr010-review-ownership-firewall,61a342464018d97b47beaf6eca72136fc1c17fcf,1,PR-010: Freeze owner bundle permissions,https://github.com/cosmosapjw-quantum/htt_base/pull/123,failed_or_nonaccepting_publication_attempt
124,false,closed,true,research/pr04-multicomponent,agent/pr004-review-codex-assets,5ca458ecea58ebfb70c9b17dbe5ed985df29ac42,1,PR-004: install claim-registry specs with harness assets,https://github.com/cosmosapjw-quantum/htt_base/pull/124,failed_or_nonaccepting_publication_attempt
125,false,closed,true,research/pr04-multicomponent,agent/pr003-review-context,815f225105ee74831ca691f41d578b60e5e86ca5,1,PR-003: reject ambiguous duplicate YAML keys,https://github.com/cosmosapjw-quantum/htt_base/pull/125,failed_or_nonaccepting_publication_attempt
126,false,closed,true,research/pr04-multicomponent,agent/pr002-review-test-taxonomy,487dd71151124f011eaf69a33132abc35945b6cb,1,PR-002: keep pytest collection closed over missing healpy,https://github.com/cosmosapjw-quantum/htt_base/pull/126,failed_or_nonaccepting_publication_attempt
127,false,closed,true,research/pr04-multicomponent,agent/pr005-review-checkpoint,72b2a76b648e1c213e03198797114054a7e8410b,1,PR-005 review: detect repeated progress checkpoints,https://github.com/cosmosapjw-quantum/htt_base/pull/127,failed_or_nonaccepting_publication_attempt
128,false,closed,true,research/pr04-multicomponent,agent/pr021-review-optional-deps,875071091179d464cd1f708c8f37c31c9b1ee9cd,1,PR-021 review: record actual dependency-report invocation,https://github.com/cosmosapjw-quantum/htt_base/pull/128,failed_or_nonaccepting_publication_attempt
129,false,closed,true,research/pr04-multicomponent,agent/pr011-review-artifact-manifest,052c063f6ca675558e02b2073ca09e55aad42ed5,1,PR-011 review: contain artifact manifest scans,https://github.com/cosmosapjw-quantum/htt_base/pull/129,failed_or_nonaccepting_publication_attempt
130,false,closed,true,agent/pr073-review-morphology,agent/pr043-review-threshold-floor,c3c05337be676871879a3c0a010c8cfde0cddb80,75,PR-043: enforce production mock-threshold floor,https://github.com/cosmosapjw-quantum/htt_base/pull/130,failed_or_nonaccepting_publication_attempt
131,false,closed,true,agent/pr082-review-atlas-entry,agent/pr082-review-entry-hash,77cd4643185f9d8468b35b19362f0e8636285ef7,73,PR-082: verify atlas entry content hash,https://github.com/cosmosapjw-quantum/htt_base/pull/131,failed_or_nonaccepting_publication_attempt
132,false,closed,true,agent/pr083-review-budget-ceiling,agent/pr083-review-transfer-range,d057f1da402337f123f8ef9b388600df30f75453,2,PR-083: bind ceiling transfer ranges,https://github.com/cosmosapjw-quantum/htt_base/pull/132,failed_or_nonaccepting_publication_attempt
133,false,closed,true,agent/pr056-review-departure-report,agent/pr056-review-manifest-snapshot,7770b459e4f59eb423568c17af1eb2dd668d6a89,2,PR-056: isolate report manifest state,https://github.com/cosmosapjw-quantum/htt_base/pull/133,failed_or_nonaccepting_publication_attempt
134,false,closed,true,agent/pr100-101-reject-negative-coherence-weights,agent/pr100-101-reject-invalid-cone-widths,1574e8b2d6a952bfc972f8ca3244fdce612d1b45,2,PR-100/101: reject nonfinite coherence cone widths,https://github.com/cosmosapjw-quantum/htt_base/pull/134,failed_or_nonaccepting_publication_attempt
135,false,closed,true,research/pr04-multicomponent,agent/pr061-review-exact-null-config,48b886901e565f89cb95c9812e1e9f32af51d326,1,PR-061: require exact local-null config integers,https://github.com/cosmosapjw-quantum/htt_base/pull/135,failed_or_nonaccepting_publication_attempt
136,false,closed,true,research/pr04-multicomponent,agent/pr064-review-null-readiness-bools,2fb336d1e3b87acc971d34e06a0503b4bc215e73,1,PR-064: reject non-boolean null readiness flags,https://github.com/cosmosapjw-quantum/htt_base/pull/136,failed_or_nonaccepting_publication_attempt
137,false,closed,true,research/pr04-multicomponent,agent/pr065-review-decisive-request-bool,cd9143d855a80f651cac2a06760a4683eb0bbec9,1,PR-065: reject non-boolean decisive claim requests,https://github.com/cosmosapjw-quantum/htt_base/pull/137,failed_or_nonaccepting_publication_attempt
138,false,closed,true,research/pr04-multicomponent,agent/pr125-decouple-historical-source-hash,0dfd85ca3edd441001096be8828a8e556e6107c9,1,PR-125: Decouple historical frame source hashes,https://github.com/cosmosapjw-quantum/htt_base/pull/138,failed_or_nonaccepting_publication_attempt
139,false,closed,true,agent/pr125-decouple-historical-source-hash,agent/pr125-review-homogeneous-backgrounds,c5e60aa9c1b69a890dd63093ba46a4cd1b319aa1,1,PR-125: Cover all homogeneous background classes,https://github.com/cosmosapjw-quantum/htt_base/pull/139,failed_or_nonaccepting_publication_attempt
140,false,closed,true,agent/pr125-review-homogeneous-backgrounds,agent/pr126-decouple-historical-source-hashes,974fdd14c3804f7f88dca7c4af16147ae4c658f6,1,PR-126: Decouple historical source hashes,https://github.com/cosmosapjw-quantum/htt_base/pull/140,failed_or_nonaccepting_publication_attempt
141,false,closed,true,agent/pr126-decouple-historical-source-hashes,agent/pr126-reject-extra-forward-premises,02dfd138b384c245b00d66dfb95400b6908ca52f,1,PR-126: Reject additional forward premises,https://github.com/cosmosapjw-quantum/htt_base/pull/141,failed_or_nonaccepting_publication_attempt
142,false,closed,true,agent/pr126-reject-extra-forward-premises,agent/pr128-decouple-historical-authority-hash,220266664dba2e2751ac8d9f038e9ec6067215f0,1,PR-128: Decouple historical authority source hash,https://github.com/cosmosapjw-quantum/htt_base/pull/142,failed_or_nonaccepting_publication_attempt
143,false,closed,true,agent/pr128-decouple-historical-authority-hash,agent/pr128-reject-numeric-placeholder-alias,43ad03fe05904fa4b55d72bc9d2ec0b3e0e9311b,1,PR-128: Reject numeric placeholder aliases,https://github.com/cosmosapjw-quantum/htt_base/pull/143,failed_or_nonaccepting_publication_attempt
144,false,closed,true,agent/pr128-reject-numeric-placeholder-alias,agent/pr129-decouple-historical-registry-hash,1e5959ea149889a6929697fc0d120dacb1156d02,2,PR-129: Decouple historical registry source hash,https://github.com/cosmosapjw-quantum/htt_base/pull/144,failed_or_nonaccepting_publication_attempt
145,false,closed,true,agent/pr129-decouple-historical-registry-hash,agent/pr129-reject-undersized-mc,2c829c10310d280a411d1d97537e602443e78c17,1,PR-129: Reject undersized Monte Carlo samples,https://github.com/cosmosapjw-quantum/htt_base/pull/145,failed_or_nonaccepting_publication_attempt
146,false,closed,true,agent/pr129-reject-undersized-mc,agent/pr130-decouple-historical-tail-hash,1d2e7062e892c3ee0fe4c2bad141dc7cc5053615,1,PR-130: Decouple historical tail source hash,https://github.com/cosmosapjw-quantum/htt_base/pull/146,failed_or_nonaccepting_publication_attempt
147,false,closed,true,agent/pr130-decouple-historical-tail-hash,agent/pr130-reject-invalid-sky-fraction,6639adc4e639400d6c86253dee1202e0d2402eef,1,PR-130: Reject invalid sky fractions,https://github.com/cosmosapjw-quantum/htt_base/pull/147,failed_or_nonaccepting_publication_attempt
148,false,closed,true,agent/pr130-reject-invalid-sky-fraction,agent/pr130-scale-fractional-sky-tail,162cf3244ecddf4359c788bf39faf58d1439b21b,1,PR-130: Scale fractional-sky tail sensitivity,https://github.com/cosmosapjw-quantum/htt_base/pull/148,failed_or_nonaccepting_publication_attempt
149,false,closed,true,agent/pr130-scale-fractional-sky-tail,agent/pr131-decouple-historical-expansion-hash,dca5556f28e01c98efe82a3d3c8692f62e8595dc,1,PR-131: Decouple historical expansion source hash,https://github.com/cosmosapjw-quantum/htt_base/pull/149,failed_or_nonaccepting_publication_attempt
150,false,closed,true,agent/pr131-decouple-historical-expansion-hash,agent/pr131-reject-nonfinite-plateau,8e74d0b623aff17a99887e2b32121cee245841b5,1,PR-131: Reject non-finite plateau claims,https://github.com/cosmosapjw-quantum/htt_base/pull/150,failed_or_nonaccepting_publication_attempt
151,false,closed,true,agent/pr131-reject-nonfinite-plateau,agent/pr131-enforce-declared-domain,702a8f28b32b5bade085d1724859e6ea2d6bad6a,1,PR-131: Enforce the declared background domain,https://github.com/cosmosapjw-quantum/htt_base/pull/151,failed_or_nonaccepting_publication_attempt
152,false,closed,true,agent/pr131-enforce-declared-domain,agent/pr131-reject-empty-fd-probes,400d978a0fa4234d00703fe31eefea382af0a12f,1,PR-131: Reject empty finite-difference probes,https://github.com/cosmosapjw-quantum/htt_base/pull/152,failed_or_nonaccepting_publication_attempt
153,false,closed,true,research/pr04-multicomponent,agent/pr013-review-mio-htt-firewall,d8979a25c39269abc4567ea3e49dc1e7bc2d4c83,1,PR-013: Reject MIO payloads in HTT term metadata,https://github.com/cosmosapjw-quantum/htt_base/pull/153,failed_or_nonaccepting_publication_attempt
154,false,closed,true,research/pr04-multicomponent,agent/pr040-review-sky-support,c677c385ec03151656d991d0fa6ef442447f9ff8,1,PR-040: Reject invalid directional weights,https://github.com/cosmosapjw-quantum/htt_base/pull/154,failed_or_nonaccepting_publication_attempt
155,false,closed,true,research/pr04-multicomponent,agent/pr012-review-status-snapshot,6f3e72a97a8c6fbb4e3e0b2497675a3780e153ea,1,PR-012: Reject duplicate status identities,https://github.com/cosmosapjw-quantum/htt_base/pull/155,failed_or_nonaccepting_publication_attempt
156,false,closed,true,research/pr04-multicomponent,agent/pr022-review-delta-generator,d85a3191660df0f67bfc6fe689694bb66bf54d39,1,PR-022: Contain PR delta output paths,https://github.com/cosmosapjw-quantum/htt_base/pull/156,failed_or_nonaccepting_publication_attempt
157,false,closed,true,research/pr04-multicomponent,agent/pr015-review-claim-linter,e12aafc8330bf05a64ee44f3e725d7492a81e5c7,1,PR-015: Scope claim guardrail exemptions,https://github.com/cosmosapjw-quantum/htt_base/pull/157,failed_or_nonaccepting_publication_attempt
158,false,closed,true,research/pr04-multicomponent,agent/pr041-review-zoa-ladder,37c80f5654d9da71d9730ca1f3bd06405a71f255,1,PR-041: Enforce production ZoA retention,https://github.com/cosmosapjw-quantum/htt_base/pull/158,failed_or_nonaccepting_publication_attempt
159,false,closed,true,research/pr04-multicomponent,agent/pr023-review-scoreboard,7fe24c1ded0f4d97b9e2aa2a413a98bd4fb20c7e,1,PR-023: Recover overdue progress checkpoints,https://github.com/cosmosapjw-quantum/htt_base/pull/159,failed_or_nonaccepting_publication_attempt
160,false,closed,true,research/pr04-multicomponent,agent/pr030-review-tsc-boundary,bfb88b12fd7f94def16b918e20e3e916652d737a,1,PR-030: Reject production TSC legacy status,https://github.com/cosmosapjw-quantum/htt_base/pull/160,failed_or_nonaccepting_publication_attempt
161,false,closed,true,research/pr04-multicomponent,agent/pr042-review-healpix-nside,3ff4a971fc9f1dc72c8578a3396563e53acaf93f,1,PR-042: Validate promoted HEALPix nside,https://github.com/cosmosapjw-quantum/htt_base/pull/161,failed_or_nonaccepting_publication_attempt
162,false,closed,true,agent/pr131-reject-empty-fd-probes,agent/pr132-decouple-historical-source-hashes,3cb9f75a310629995d2846287b54c87da2935bac,1,PR-132: Decouple historical source hashes,https://github.com/cosmosapjw-quantum/htt_base/pull/162,failed_or_nonaccepting_publication_attempt
163,false,closed,true,agent/pr132-decouple-historical-source-hashes,agent/pr132-enforce-domain-invariants,79e829e7cd21f26202e400869d557f109e58de4b,1,PR-132: Enforce compact domain invariants,https://github.com/cosmosapjw-quantum/htt_base/pull/163,failed_or_nonaccepting_publication_attempt
164,false,closed,true,agent/pr132-enforce-domain-invariants,agent/pr132-enforce-report-domain,a1099d40cebc10bc8036437578e164983da8e1c0,1,PR-132: Enforce the report central domain,https://github.com/cosmosapjw-quantum/htt_base/pull/164,failed_or_nonaccepting_publication_attempt
165,false,closed,true,agent/pr132-enforce-report-domain,agent/pr133-decouple-historical-source-hash,592f9bde49d34cc070c599b1ed88f2c53ce8c0af,1,PR-133: Decouple historical source hash,https://github.com/cosmosapjw-quantum/htt_base/pull/165,failed_or_nonaccepting_publication_attempt
166,false,closed,true,agent/pr133-decouple-historical-source-hash,agent/pr133-contain-evidence-paths,eb878196d82745a5291f400f6615d4985904a827,1,PR-133: Contain response ladder evidence paths,https://github.com/cosmosapjw-quantum/htt_base/pull/166,failed_or_nonaccepting_publication_attempt
167,false,closed,true,agent/pr133-contain-evidence-paths,agent/pr133-preserve-arithmetic-provenance,2c42951f47b1256f76abe08c1ef98fe74c873d77,1,PR-133: Preserve arithmetic provenance,https://github.com/cosmosapjw-quantum/htt_base/pull/167,failed_or_nonaccepting_publication_attempt
168,false,closed,true,agent/pr133-preserve-arithmetic-provenance,agent/pr133-validate-discrimination-ranks,6c285a5333950f49832bfe28b7b093ba9418cf66,1,PR-133: Validate discrimination ranks,https://github.com/cosmosapjw-quantum/htt_base/pull/168,failed_or_nonaccepting_publication_attempt
169,false,closed,true,agent/pr133-validate-discrimination-ranks,agent/pr133-validate-boost-removed-flag,eed42e94418065bf4d4c254084cf90ab3a0fc36e,1,PR-133: Validate the boost removal flag,https://github.com/cosmosapjw-quantum/htt_base/pull/169,failed_or_nonaccepting_publication_attempt
170,false,closed,true,agent/pr133-validate-boost-removed-flag,agent/pr134-decouple-historical-source-hash,9de3fc833363a220051b60bf180834e55a306ac7,1,PR-134: Decouple historical source hash,https://github.com/cosmosapjw-quantum/htt_base/pull/170,failed_or_nonaccepting_publication_attempt
171,false,closed,true,agent/pr134-decouple-historical-source-hash,agent/pr134-canonicalize-contract-strings,86e32bee2675854baad866454b1db65e392a65b4,1,PR-134: Canonicalize contract strings,https://github.com/cosmosapjw-quantum/htt_base/pull/171,failed_or_nonaccepting_publication_attempt
172,false,closed,true,agent/pr134-canonicalize-contract-strings,agent/pr134-validate-branch-components,9c396d772b8608208abc95e6fae5568a26569697,1,PR-134: Validate generative branch components,https://github.com/cosmosapjw-quantum/htt_base/pull/172,failed_or_nonaccepting_publication_attempt
173,false,closed,true,agent/pr134-validate-branch-components,agent/pr135-decouple-historical-source-hash,d6bb4db1284ef63530eba262b67ba92e49e0cfe3,1,PR-135: Decouple historical source hash,https://github.com/cosmosapjw-quantum/htt_base/pull/173,failed_or_nonaccepting_publication_attempt
174,false,closed,true,agent/pr135-decouple-historical-source-hash,agent/pr135-reject-nonfinite-scores,f0b5a8c0c4258d0b1201954c0f4ab8e594be6904,1,PR-135: Reject non-finite rank scores,https://github.com/cosmosapjw-quantum/htt_base/pull/174,failed_or_nonaccepting_publication_attempt
175,false,closed,true,agent/pr135-reject-nonfinite-scores,agent/pr135-reject-p-above-one,d24bf78dbb375bf9772184f6626df8695a9f3c95,1,PR-135: Reject p-values above one,https://github.com/cosmosapjw-quantum/htt_base/pull/175,failed_or_nonaccepting_publication_attempt
176,false,closed,true,agent/pr135-reject-p-above-one,agent/pr135-reject-duplicate-split-rows,0fdf8842d99034fd7645dbaad5ac429745557863,1,PR-135: Reject duplicate split rows,https://github.com/cosmosapjw-quantum/htt_base/pull/176,failed_or_nonaccepting_publication_attempt
177,false,closed,true,agent/pr135-reject-duplicate-split-rows,agent/pr136-decouple-historical-source-hashes,32ab2234d416647e71f53647513210e93891f2d5,1,PR-136: Decouple historical source hashes,https://github.com/cosmosapjw-quantum/htt_base/pull/177,failed_or_nonaccepting_publication_attempt
178,false,closed,true,agent/pr136-decouple-historical-source-hashes,agent/pr136-protect-unbounded-box-sides,c992b5c1b2b921710d471eef44d6621123a3e97e,1,PR-136: Protect unbounded admissible sides,https://github.com/cosmosapjw-quantum/htt_base/pull/178,failed_or_nonaccepting_publication_attempt
179,false,closed,true,agent/pr136-protect-unbounded-box-sides,agent/pr136-preserve-terminal-projection-status,f4482816280d66630ba63ac8e42d744dc8475fca,1,PR-136: Preserve terminal projection status,https://github.com/cosmosapjw-quantum/htt_base/pull/179,failed_or_nonaccepting_publication_attempt
180,false,closed,true,agent/pr136-preserve-terminal-projection-status,agent/pr136-reject-status-only-artifacts,0cfca18e5335d65a9da5c5e312416a6d671d0d99,1,PR-136: Reject status-only set artifacts,https://github.com/cosmosapjw-quantum/htt_base/pull/180,failed_or_nonaccepting_publication_attempt
181,false,closed,true,agent/pr136-reject-status-only-artifacts,agent/pr136-reject-nonfinite-cross-engine-inputs,897e1eaeaf8d5a349ad7db1996fc60f6ee5ce0ed,1,PR-136: Reject non-finite cross-engine inputs,https://github.com/cosmosapjw-quantum/htt_base/pull/181,failed_or_nonaccepting_publication_attempt
182,false,closed,true,agent/pr136-reject-nonfinite-cross-engine-inputs,agent/pr136-use-native-lp-unboundedness,049e9630d85cba29876ee2fd3c2107ec83243044,1,PR-136: Use native LP unboundedness,https://github.com/cosmosapjw-quantum/htt_base/pull/182,failed_or_nonaccepting_publication_attempt
183,false,closed,true,agent/pr136-use-native-lp-unboundedness,agent/pr137-decouple-historical-source-hash,59e7883dc832bdf3aa35e921642927e31188075b,1,PR-137: Decouple historical source hash,https://github.com/cosmosapjw-quantum/htt_base/pull/183,failed_or_nonaccepting_publication_attempt
184,false,closed,true,agent/pr137-decouple-historical-source-hash,agent/pr137-reject-unknown-procedures,a1b0fd39e9f0466431de6b0712457a63b878fe71,1,PR-137: Reject unknown coverage procedures,https://github.com/cosmosapjw-quantum/htt_base/pull/184,failed_or_nonaccepting_publication_attempt
185,false,closed,true,agent/pr137-reject-unknown-procedures,agent/pr137-validate-confidence-domain,769575522c16daa0e12e226db2a424f4a5497a91,1,PR-137: Validate confidence domain,https://github.com/cosmosapjw-quantum/htt_base/pull/185,failed_or_nonaccepting_publication_attempt
186,false,closed,true,agent/pr137-validate-confidence-domain,agent/pr137-reject-nonfinite-decision-inputs,9c839dfb8c952453666909fe44fb8a5fdd4b135b,1,PR-137: Reject non-finite decision inputs,https://github.com/cosmosapjw-quantum/htt_base/pull/186,failed_or_nonaccepting_publication_attempt
187,false,closed,true,agent/pr137-reject-nonfinite-decision-inputs,agent/pr137-validate-replicate-counts,b7a48412b4e99b31589663d6227960184dfec629,1,PR-137: Validate replicate counts,https://github.com/cosmosapjw-quantum/htt_base/pull/187,failed_or_nonaccepting_publication_attempt
188,false,closed,true,agent/pr137-validate-replicate-counts,agent/pr137-validate-optimizer-domain,948ca8a16c4489d014b50a42d7ad5502b37f56ab,1,PR-137: Validate optimizer domain,https://github.com/cosmosapjw-quantum/htt_base/pull/188,failed_or_nonaccepting_publication_attempt
189,false,closed,true,agent/pr137-validate-optimizer-domain,agent/pr137-require-exact-grid,21727ca0079331f426fe25ea1f08199a30ffaf45,1,PR-137: Require the exact registered grid,https://github.com/cosmosapjw-quantum/htt_base/pull/189,failed_or_nonaccepting_publication_attempt
190,false,closed,true,agent/pr137-require-exact-grid,agent/pr138-decouple-historical-source-hash,040f5f5d219264a1bb58cc97dcb945effe83d0bd,1,PR-138: Decouple historical source hash,https://github.com/cosmosapjw-quantum/htt_base/pull/190,failed_or_nonaccepting_publication_attempt
191,false,closed,true,agent/pr138-decouple-historical-source-hash,agent/pr138-bind-lineage-to-actual-data,fd134e793f9ef24dd19f805ff30820eebfc0569a,1,PR-138: Bind lineage to actual data,https://github.com/cosmosapjw-quantum/htt_base/pull/191,failed_or_nonaccepting_publication_attempt
192,false,closed,true,agent/pr138-bind-lineage-to-actual-data,agent/pr138-reject-empty-ppc-evidence,0b5dca9e10c2a0a47556ccd789b9132625fb4e2e,2,PR-138: Reject empty PPC evidence,https://github.com/cosmosapjw-quantum/htt_base/pull/192,failed_or_nonaccepting_publication_attempt
193,false,closed,true,agent/pr138-reject-empty-ppc-evidence,agent/pr138-validate-ppc-verdict-domain,6b61055830d3489bfd8638e4f3ef8f81cf01d7a8,1,PR-138: Validate PPC verdict domain,https://github.com/cosmosapjw-quantum/htt_base/pull/193,failed_or_nonaccepting_publication_attempt
194,false,closed,true,agent/pr138-validate-ppc-verdict-domain,agent/pr138-validate-simulation-counts,0e9cc8e559ed11f59d1200db062958da04edaf9e,1,PR-138: Validate simulation counts,https://github.com/cosmosapjw-quantum/htt_base/pull/194,failed_or_nonaccepting_publication_attempt
195,false,closed,true,agent/pr138-validate-simulation-counts,agent/pr138-validate-observed-data,1cd59a454117e58e64caae44964c01c18455e752,1,PR-138: Validate observed data,https://github.com/cosmosapjw-quantum/htt_base/pull/195,failed_or_nonaccepting_publication_attempt
196,false,closed,true,agent/pr138-validate-observed-data,agent/pr138-validate-sbc-verdict,81228c0850bf9a1a3134ff4e499c7c6c88ad2e5e,1,PR-138: Validate SBC verdict inputs,https://github.com/cosmosapjw-quantum/htt_base/pull/196,failed_or_nonaccepting_publication_attempt
197,false,closed,true,agent/pr138-validate-sbc-verdict,agent/pr138-reject-duplicate-discrepancies,80fce4db9c1fc166575a8ffe9405936b21d9c1b7,1,PR-138: Reject duplicate discrepancies,https://github.com/cosmosapjw-quantum/htt_base/pull/197,failed_or_nonaccepting_publication_attempt
198,false,closed,true,agent/pr138-reject-duplicate-discrepancies,agent/pr139-decouple-historical-source-hash,4c8f406f5e31b8004958dc9db18d87cb5c98859a,2,PR-139: decouple historical source hash,https://github.com/cosmosapjw-quantum/htt_base/pull/198,failed_or_nonaccepting_publication_attempt
199,false,closed,true,agent/pr139-decouple-historical-source-hash,agent/pr139-bind-dependency-graph,e5c1192eadf3fad0c09db3c27fef11e5e72bccad,1,PR-139: bind holdout to dependency graph,https://github.com/cosmosapjw-quantum/htt_base/pull/199,failed_or_nonaccepting_publication_attempt
200,false,closed,true,agent/pr139-bind-dependency-graph,agent/pr139-reject-invalid-fold-partitions,83eed7aeef8aa8b5ed90335c63c5505c9df82092,1,PR-139: reject invalid fold partitions,https://github.com/cosmosapjw-quantum/htt_base/pull/200,failed_or_nonaccepting_publication_attempt
201,false,closed,true,agent/pr139-reject-invalid-fold-partitions,agent/pr139-reject-nonfinite-psis,014fcb7500b15fc2ef929d5b936b6810d1a5e567,5,PR-139: reject nonfinite PSIS diagnostics,https://github.com/cosmosapjw-quantum/htt_base/pull/201,failed_or_nonaccepting_publication_attempt
202,true,closed,false,agent/pr139-reject-nonfinite-psis,agent/pr139-validate-group-model-inputs,07f20d196042eed57afd99c3f76a276e90dbf5e2,1,PR-139: validate group model inputs,https://github.com/cosmosapjw-quantum/htt_base/pull/202,merged_non_target_history
203,false,closed,true,agent/pr139-validate-group-model-inputs,agent/pr139-reject-aliased-row-indices,da48f7c007305740b94b8ce6f514beb5370530f9,1,PR-139: reject aliased row indices,https://github.com/cosmosapjw-quantum/htt_base/pull/203,failed_or_nonaccepting_publication_attempt
204,false,closed,true,agent/pr139-reject-aliased-row-indices,agent/pr139-validate-feature-count,ba8aa5925249163139768efc97ec943bcefe7c74,1,PR-139: validate feature selection count,https://github.com/cosmosapjw-quantum/htt_base/pull/204,failed_or_nonaccepting_publication_attempt
205,false,closed,true,agent/pr139-validate-feature-count,agent/pr140-decouple-historical-source-hash,5dee483dbc949bcff4f2bc5b6b41be937a60dfc4,1,PR-140: decouple historical source hash,https://github.com/cosmosapjw-quantum/htt_base/pull/205,failed_or_nonaccepting_publication_attempt
206,false,closed,true,agent/pr140-decouple-historical-source-hash,agent/pr140-validate-normal-prior,2e31ba39a91835331f513d4d5d7494c583df5865,1,PR-140: validate normalized prior parameters,https://github.com/cosmosapjw-quantum/htt_base/pull/206,failed_or_nonaccepting_publication_attempt
207,false,closed,true,agent/pr140-validate-normal-prior,agent/pr140-reject-nonfinite-sensitivity,bb8ac1703cbb1a4330f9a0a9e95cba2bcde40448,1,PR-140: reject nonfinite sensitivity values,https://github.com/cosmosapjw-quantum/htt_base/pull/207,failed_or_nonaccepting_publication_attempt
208,false,closed,true,agent/pr140-reject-nonfinite-sensitivity,agent/pr140-require-two-independent-engines,509b336139e8b37943405d4bea3fcf7c009645c0,1,PR-140: require two independent engines,https://github.com/cosmosapjw-quantum/htt_base/pull/208,failed_or_nonaccepting_publication_attempt
